word,fre,len,Level,Word_Entropy,Word_Pronunciation_Complexity,Word_Polarity,Word_Sense_Count,Word_Complexity,Word_Morphology_encoded,IDF,TF_IDF,Flesch_Reading_Ease,word_length,syllable_count,is_stopword,synonym_count,hypernym_count,hyponym_count,semantic_category,polarity,subjectivity,vowel_count,consonant_count,part_of_speech,word_numerical
disciplined,1,11,0,0.002532782,3,0.0,4,14,1005,8.787796878,1.0,-47.99,11,3,0,4,2,1,42,0.0,0.0,4,7,13,1213
disclosed,1,9,0,0.002532782,2,0.0,3,11,1006,8.787796878,1.0,36.62,9,2,0,3,2,12,33,0.0,0.0,3,6,13,1215
discontent,1,10,0,0.002532782,3,0.0,3,13,1007,8.787796878,1.0,-47.99,10,3,0,3,2,3,12,0.0,0.0,3,7,5,1216
discordance,1,11,0,0.002532782,4,0.0,2,15,1008,8.787796878,1.0,-47.99,11,0,0,2,2,0,7,0.0,0.0,4,7,5,1217
discourse,1,9,0,0.002532782,2,0.0,6,11,1009,8.787796878,1.0,36.62,9,2,0,6,5,17,10,0.0,0.0,4,5,5,1218
discoveries,1,11,0,0.002532782,4,0.0,4,15,1011,8.787796878,1.0,-132.59,11,4,0,4,3,6,4,0.0,0.0,5,6,7,1221
discrete,1,8,0,0.002532782,2,0.0,1,10,1012,8.787796878,1.0,36.62,8,2,0,1,0,0,0,0.0,0.0,3,5,5,1223
discretion,1,10,0,0.002532782,3,0.0,5,13,1013,8.787796878,1.0,-47.99,10,3,0,5,5,4,26,0.0,0.0,4,6,5,1224
discussing,1,10,0,0.002532782,3,0.0,2,13,1015,8.787796878,1.0,36.62,10,3,0,2,2,14,33,0.0,0.0,3,7,12,1227
disgraceful,1,11,0,0.002532782,3,0.0,2,14,1017,8.787796878,1.0,-47.99,11,3,0,2,0,0,0,0.0,0.0,4,7,5,1229
disgust,1,7,0,0.002532782,2,0.0,3,9,1018,8.787796878,1.0,36.62,7,2,0,3,3,5,12,0.0,0.0,2,5,5,1230
dismal,1,6,0,0.002532782,2,0.0,1,8,1021,8.787796878,1.0,36.62,6,2,0,1,0,0,0,0.0,0.0,2,4,5,1234
dismayed,1,8,0,0.002532782,2,0.0,3,10,1022,8.787796878,1.0,36.62,8,2,0,3,2,2,38,0.0,0.0,3,5,5,1235
dismissal,1,9,0,0.002532782,3,0.0,4,12,1024,8.787796878,1.0,36.62,9,3,0,4,4,8,4,0.0,0.0,3,6,5,1236
dismissed,1,9,0,0.002532782,2,0.0,7,11,1023,8.787796878,1.0,36.62,9,2,0,7,5,14,33,0.0,0.0,3,6,13,1237
dispelled,1,9,0,0.002532782,2,0.0,2,11,1026,8.787796878,1.0,36.62,9,2,0,2,2,6,39,0.0,0.0,3,6,13,1239
displacement,1,12,0,0.002532782,3,0.0,7,15,1027,8.787796878,1.0,-47.99,12,3,0,7,7,3,4,0.0,0.0,4,8,5,1240
display,1,7,0,0.002532782,2,0.0,8,9,1028,8.787796878,1.0,36.62,7,2,0,8,8,35,10,0.0,0.0,2,5,5,1241
displaying,1,10,0,0.002532782,3,0.0,2,13,1028,8.787796878,1.0,-47.99,10,3,0,2,2,10,40,0.0,0.0,3,7,12,1242
disposal,1,8,0,0.002532782,3,0.0,4,11,1029,8.787796878,1.0,-47.99,8,3,0,4,4,12,7,0.0,0.0,3,5,5,1243
dissatisfaction,1,15,0,0.002532782,5,0.0,1,20,1031,8.787796878,1.0,-217.19,15,5,0,1,1,3,12,0.0,0.0,6,9,5,1245
distances,1,9,0,0.002532782,3,0.0,8,12,1032,8.787796878,1.0,36.62,9,3,0,8,8,26,7,0.0,0.0,3,6,7,1246
distant,1,7,0,0.002532782,2,-0.1,5,9,1033,8.787796878,1.0,36.62,7,2,0,5,0,0,0,-0.1,0.35,2,5,5,1247
distinction,1,11,0,0.002532782,3,0.0,4,14,1037,8.787796878,1.0,-47.99,11,3,0,4,4,4,9,0.0,0.0,4,7,5,1251
distinctly,1,10,0,0.002532782,3,0.3,3,13,1039,8.787796878,1.0,-47.99,10,3,0,3,0,0,2,0.3,0.3,2,8,8,1254
distinguished,1,13,0,0.002532782,3,0.0,7,16,1040,8.787796878,1.0,-47.99,13,3,0,7,3,17,32,0.0,0.0,5,8,13,1255
distinguishes,1,13,0,0.002532782,4,0.0,5,17,1040,8.787796878,1.0,-132.59,13,4,0,5,3,17,32,0.0,0.0,5,8,7,1256
distributes,1,11,0,0.002532782,3,0.0,10,14,1041,8.787796878,1.0,-47.99,11,3,0,10,9,24,41,0.0,0.0,4,7,7,1257
distribution,1,12,0,0.002532782,4,0.0,4,16,1042,8.787796878,1.0,-132.59,12,4,0,4,4,18,9,0.0,0.0,5,7,5,1258
disturbance,1,11,0,0.002532782,3,0.0,7,14,1044,8.787796878,1.0,-47.99,11,3,0,7,7,41,11,0.0,0.0,4,7,5,1260
disturbances,1,12,0,0.002532782,4,0.0,7,16,1044,8.787796878,1.0,-47.99,12,4,0,7,7,41,11,0.0,0.0,4,8,7,1261
diversities,1,11,0,0.002532782,4,0.0,2,15,1047,8.787796878,1.0,-132.59,11,0,0,2,2,1,7,0.0,0.0,5,6,7,1264
divide,1,6,0,0.002532782,2,0.0,8,8,1049,8.787796878,1.0,36.62,6,2,0,8,6,46,26,0.0,0.0,3,3,5,1267
divinely,1,8,0,0.002532782,3,0.0,1,11,1050,8.787796878,1.0,-47.99,8,3,0,1,0,0,2,0.0,0.0,3,5,8,1269
division,1,8,0,0.002532782,3,0.0,12,11,1051,8.787796878,1.0,-47.99,8,3,0,12,11,71,14,0.0,0.0,4,4,5,1270
divorce,1,7,0,0.002532782,2,0.0,3,9,1052,8.787796878,1.0,36.62,7,2,0,3,2,0,4,0.0,0.0,3,4,5,1271
dogma,1,5,0,0.002532782,2,0.0,2,7,1054,8.787796878,1.0,36.62,5,2,0,2,2,1,10,0.0,0.0,2,3,5,1272
dollar,1,6,0,0.002532782,2,0.0,4,8,1055,8.787796878,1.0,36.62,6,2,0,4,4,25,23,0.0,0.0,2,4,5,1274
dollars,1,7,0,0.002532782,2,0.0,4,9,1055,8.787796878,1.0,36.62,7,2,0,4,4,25,23,0.0,0.0,2,5,7,1275
dolphins,1,8,0,0.002532782,2,0.0,2,10,1056,8.787796878,1.0,36.62,8,2,0,2,2,10,5,0.0,0.0,2,6,7,1276
domestic,1,8,0,0.002532782,3,0.0,6,11,1057,8.787796878,1.0,-47.99,8,3,0,6,1,5,18,0.0,0.1,3,5,2,1277
donkey,1,6,0,0.002532782,2,0.0,2,8,1061,8.787796878,1.0,36.62,6,2,0,2,2,2,10,0.0,0.0,2,4,5,1281
donkeys,1,7,0,0.002532782,2,0.0,2,9,1061,8.787796878,1.0,36.62,7,2,0,2,2,2,10,0.0,0.0,2,5,7,1282
donne,1,5,0,0.002532782,1,0.0,1,6,1062,8.787796878,1.0,121.22,5,1,0,1,0,0,18,0.0,0.0,2,3,5,1283
double,1,6,0,0.002532782,2,0.0,21,8,1065,8.787796878,1.0,36.62,6,2,0,21,11,7,4,0.0,0.0,3,3,8,1287
doubts,1,6,0,0.002532782,1,0.0,4,7,1066,8.787796878,1.0,121.22,6,1,0,4,4,6,9,0.0,0.0,2,4,7,1289
douglas,1,7,0,0.002532782,2,0.0,1,9,1067,8.787796878,1.0,36.62,7,2,0,1,0,0,18,0.0,0.0,3,4,7,1290
drain,1,5,0,0.002532782,1,0.0,8,6,1068,8.787796878,1.0,121.22,5,1,0,8,8,8,4,0.0,0.0,2,3,5,1291
draw,1,4,0,0.002532782,1,0.0,45,5,1071,8.787796878,1.0,121.22,4,1,0,45,38,65,17,0.0,0.0,1,3,5,1294
dreamy,1,6,0,0.002532782,2,0.0,2,8,1076,8.787796878,1.0,121.22,6,2,0,2,0,0,0,0.0,0.0,2,4,5,1302
driven,1,6,0,0.002532782,2,0.0,25,8,1080,8.787796878,1.0,36.62,6,2,0,25,18,10,39,0.0,0.0,2,4,5,1307
driving,1,7,0,0.002532782,2,0.0,26,9,1081,8.787796878,1.0,36.62,7,2,0,26,21,11,4,0.0,0.0,2,5,12,1308
dropped,1,7,0,0.002532782,1,0.0,23,8,1082,8.787796878,1.0,121.22,7,1,0,23,22,43,39,0.0,0.0,2,5,11,1309
drops,1,5,0,0.002532782,1,0.0,32,6,1082,8.787796878,1.0,121.22,5,1,0,32,32,58,25,0.0,0.0,1,4,7,1310
drug,1,4,0,0.002532782,1,0.0,3,5,1084,8.787796878,1.0,121.22,4,1,0,3,3,42,6,0.0,0.0,1,3,5,1312
duration,1,8,0,0.002532782,3,0.0,3,11,1087,8.787796878,1.0,-47.99,8,3,0,3,3,15,28,0.0,0.0,4,4,5,1315
dusyanta,1,8,0,0.002532782,3,0.0,0,11,1088,8.787796878,1.0,36.62,8,0,0,0,0,0,29,0.0,0.0,3,5,5,1316
dwelling,1,8,0,0.002532782,2,0.0,6,10,1090,8.787796878,1.0,121.22,8,2,0,6,5,24,6,0.0,0.0,2,6,12,1318
dying,1,5,0,0.002532782,2,0.0,14,7,1091,8.787796878,1.0,36.62,5,2,0,14,10,13,28,0.0,0.0,1,4,12,1320
dynamic,1,7,0,0.002532782,3,0.0,4,10,1092,8.787796878,1.0,-47.99,7,3,0,4,1,0,16,0.0,0.166666667,2,5,2,1321
earned,1,6,0,0.002532782,1,0.0,3,7,1097,8.787796878,1.0,121.22,6,1,0,3,1,8,41,0.0,0.0,3,3,13,1325
earnestness,1,11,0,0.002532782,3,0.0,2,14,1098,8.787796878,1.0,36.62,11,3,0,2,2,3,12,0.0,0.0,4,7,5,1326
earnshaw,1,8,0,0.002532782,2,0.0,0,10,1099,8.787796878,1.0,36.62,8,2,0,0,0,0,29,0.0,0.0,3,5,5,1327
ears,1,4,0,0.002532782,1,0.0,5,5,1094,8.787796878,1.0,121.22,4,1,0,5,5,2,8,0.0,0.0,2,2,7,1328
earthquake,1,10,0,0.002532782,2,0.0,2,12,1101,8.787796878,1.0,36.62,10,2,0,2,2,3,11,0.0,0.0,5,5,5,1330
ease,1,4,0,0.002532782,1,0.0,9,5,1102,8.787796878,1.0,121.22,4,1,0,9,9,9,7,0.0,0.0,3,1,5,1331
eastwood,1,8,0,0.002532782,2,0.0,0,10,1106,8.787796878,1.0,36.62,8,2,0,0,0,0,29,0.0,0.0,4,4,5,1335
echelons,1,8,0,0.002532782,3,0.0,2,11,1109,8.787796878,1.0,-47.99,8,3,0,2,2,0,14,0.0,0.0,3,5,7,1338
eclectic,1,8,0,0.002532782,3,0.0,2,11,1110,8.787796878,1.0,36.62,8,3,0,2,1,0,18,0.0,0.0,3,5,2,1339
economically,1,12,0,0.002532782,5,0.3,3,17,1112,8.787796878,1.0,-217.19,12,5,0,3,0,0,2,0.3,0.9,5,7,8,1341
ecosystem,1,9,0,0.002532782,4,0.0,1,13,1114,8.787796878,1.0,36.62,9,4,0,1,1,0,14,0.0,0.0,3,6,5,1343
edgar,1,5,0,0.002532782,2,0.0,1,7,1115,8.787796878,1.0,121.22,5,2,0,1,0,0,18,0.0,0.0,2,3,5,1344
edge,1,4,0,0.002532782,1,0.0,10,5,1116,8.787796878,1.0,121.22,4,1,0,10,10,29,15,0.0,0.0,2,2,5,1345
educative,1,9,0,0.002532782,4,0.0,1,13,1121,8.787796878,1.0,-47.99,9,0,0,1,0,0,0,0.0,0.0,5,4,2,1351
educator,1,8,0,0.002532782,4,0.0,1,12,1122,8.787796878,1.0,-132.59,8,4,0,1,1,5,18,0.0,0.0,4,4,5,1352
edwidge,1,7,0,0.002532782,3,0.0,0,10,1123,8.787796878,1.0,36.62,7,0,0,0,0,0,29,0.0,0.0,3,4,5,1353
effortlessly,1,12,0,0.002532782,4,0.0,1,16,1129,8.787796878,1.0,-132.59,12,4,0,1,0,0,2,0.0,0.0,3,9,8,1359
elbowed,1,7,0,0.002532782,2,0.0,2,9,1132,8.787796878,1.0,36.62,7,2,0,2,2,0,39,0.0,0.0,3,4,13,1363
elders,1,6,0,0.002532782,2,0.0,3,8,1133,8.787796878,1.0,36.62,6,2,0,3,3,9,18,0.0,0.0,2,4,7,1364
eldest,1,6,0,0.002532782,2,0.0,2,8,1134,8.787796878,1.0,36.62,6,2,0,2,1,0,18,0.0,0.0,2,4,5,1365
eleventh,1,8,0,0.002532782,3,0.0,2,11,1139,8.787796878,1.0,121.22,8,3,0,2,1,0,24,0.0,0.0,3,5,5,1370
ellison,1,7,0,0.002532782,3,0.0,1,10,1143,8.787796878,1.0,-47.99,7,3,0,1,0,0,18,0.0,0.0,3,4,5,1375
emanates,1,8,0,0.002532782,3,0.0,2,11,1145,8.787796878,1.0,36.62,8,3,0,2,2,1,31,0.0,0.0,4,4,7,1377
embarked,1,8,0,0.002532782,2,0.0,3,10,1146,8.787796878,1.0,36.62,8,2,0,3,3,2,39,0.0,0.0,3,5,13,1378
embodies,1,8,0,0.002532782,3,0.0,3,11,1147,8.787796878,1.0,-47.99,8,3,0,3,3,2,43,0.0,0.0,4,4,7,1379
emile,1,5,0,0.002532782,2,0.0,1,7,1150,8.787796878,1.0,121.22,5,2,0,1,0,0,18,0.0,0.0,3,2,5,1383
emotional,1,9,0,0.002532782,4,0.0,4,13,1153,8.787796878,1.0,-47.99,9,4,0,4,0,0,0,0.0,0.65,5,4,2,1385
emotionally,1,11,0,0.002532782,4,0.0,2,15,1154,8.787796878,1.0,-132.59,11,4,0,2,0,0,2,0.0,0.65,5,6,8,1386
empathy,1,7,0,0.002532782,3,0.0,1,10,1156,8.787796878,1.0,-47.99,7,3,0,1,1,0,12,0.0,0.0,2,5,5,1389
emphasised,1,10,0,0.002532782,4,0.0,3,14,1158,8.787796878,1.0,-47.99,10,0,0,3,2,8,33,0.0,0.0,4,6,13,1391
emphasising,1,11,0,0.002532782,4,0.0,2,15,1158,8.787796878,1.0,-132.59,11,0,0,2,2,8,33,0.0,0.0,4,7,12,1392
emphasizes,1,10,0,0.002532782,4,0.0,2,14,1159,8.787796878,1.0,-47.99,10,4,0,2,2,8,33,0.0,0.0,4,6,7,1393
empire,1,6,0,0.002532782,3,0.0,5,9,1161,8.787796878,1.0,36.62,6,3,0,5,5,3,15,0.0,0.0,3,3,5,1395
emulate,1,7,0,0.002532782,3,0.0,3,10,1164,8.787796878,1.0,-47.99,7,3,0,3,3,0,43,0.0,0.0,4,3,5,1398
enacts,1,6,0,0.002532782,2,0.0,2,8,1166,8.787796878,1.0,36.62,6,2,0,2,2,2,42,0.0,0.0,2,4,7,1402
enclosed,1,8,0,0.002532782,2,0.0,5,10,1167,8.787796878,1.0,36.62,8,2,0,5,4,42,36,0.0,0.0,3,5,13,1403
encountered,1,11,0,0.002532782,3,0.0,5,14,1170,8.787796878,1.0,-47.99,11,3,0,5,2,3,39,0.0,0.0,5,6,13,1407
encourage,1,9,0,0.002532782,3,0.0,3,12,1171,8.787796878,1.0,-47.99,9,3,0,3,3,14,42,0.0,0.0,5,4,5,1409
encouraged,1,10,0,0.002532782,3,0.0,4,13,1171,8.787796878,1.0,-47.99,10,3,0,4,3,14,42,0.0,0.0,5,5,13,1410
encouraging,1,11,0,0.002532782,4,0.0,5,15,1171,8.787796878,1.0,-132.59,11,4,0,5,3,14,42,0.0,0.0,5,6,12,1412
endeavours,1,10,0,0.002532782,3,0.0,3,13,1175,8.787796878,1.0,-47.99,10,0,0,3,3,25,4,0.0,0.0,5,5,7,1415
ended,1,5,0,0.002532782,2,0.0,5,7,1174,8.787796878,1.0,36.62,5,2,0,5,3,35,43,0.0,0.0,2,3,13,1416
endowed,1,7,0,0.002532782,2,0.0,3,9,1177,8.787796878,1.0,36.62,7,2,0,3,2,2,42,0.0,0.0,3,4,13,1418
enduring,1,8,0,0.002532782,3,0.0,9,11,1178,8.787796878,1.0,-47.99,8,3,0,9,6,17,32,0.0,0.0,3,5,12,1420
enemy,1,5,0,0.002532782,3,0.0,4,8,1179,8.787796878,1.0,-47.99,5,3,0,4,4,2,14,0.0,0.0,2,3,5,1422
engages,1,7,0,0.002532782,3,0.0,10,10,1181,8.787796878,1.0,36.62,7,3,0,10,9,18,42,0.0,0.0,3,4,7,1425
engendering,1,11,0,0.002532782,4,0.0,2,15,1182,8.787796878,1.0,-132.59,11,0,0,2,2,0,37,0.0,0.0,4,7,12,1427
engine,1,6,0,0.002532782,2,0.0,4,8,1183,8.787796878,1.0,36.62,6,2,0,4,4,19,6,0.0,0.0,3,3,5,1428
englishman,1,10,0,0.002532782,3,0.0,1,13,1186,8.787796878,1.0,-47.99,10,3,0,1,1,6,18,0.0,0.0,3,7,5,1432
enjoyed,1,7,0,0.002532782,2,0.5,5,9,1188,8.787796878,1.0,36.62,7,2,0,5,3,6,38,0.5,0.7,3,4,13,1435
enjoys,1,6,0,0.002532782,2,0.0,5,8,1188,8.787796878,1.0,36.62,6,2,0,5,3,6,38,0.0,0.0,2,4,7,1436
enlightened,1,11,0,0.002532782,3,0.0,6,14,1190,8.787796878,1.0,-47.99,11,3,0,6,4,0,14,0.0,0.0,4,7,13,1438
enlightening,1,12,0,0.002532782,4,0.3,5,16,1189,8.787796878,1.0,-132.59,12,4,0,5,3,0,33,0.3,0.4,4,8,12,1439
enquires,1,8,0,0.002532782,3,0.0,3,11,1191,8.787796878,1.0,36.62,8,0,0,3,3,4,33,0.0,0.0,4,4,7,1440
enquiries,1,9,0,0.002532782,3,0.0,3,12,1192,8.787796878,1.0,36.62,9,0,0,3,3,8,10,0.0,0.0,5,4,7,1441
enroll,1,6,0,0.002532782,2,0.0,1,8,1194,8.787796878,1.0,36.62,6,2,0,1,1,4,42,0.0,0.0,2,4,5,1444
ensure,1,6,0,0.002532782,2,0.0,2,8,1195,8.787796878,1.0,36.62,6,2,0,2,1,10,33,0.0,0.0,3,3,10,1445
entertainment,1,13,0,0.002532782,4,0.0,1,17,1200,8.787796878,1.0,-132.59,13,4,0,1,1,6,4,0.0,0.0,5,8,5,1451
enthusiasm,1,10,0,0.002532782,5,0.0,3,15,1201,8.787796878,1.0,-132.59,10,5,0,3,3,8,12,0.0,0.0,4,6,5,1452
entrenched,1,10,0,0.002532782,2,0.0,5,12,1204,8.787796878,1.0,36.62,10,2,0,5,2,0,36,0.0,0.0,3,7,13,1455
entry,1,5,0,0.002532782,2,0.0,6,7,1205,8.787796878,1.0,36.62,5,2,0,6,6,28,10,0.0,0.0,1,4,5,1456
entwine,1,7,0,0.002532782,2,0.0,2,9,1206,8.787796878,1.0,36.62,7,2,0,2,2,7,37,0.0,0.0,3,4,5,1457
epigraph,1,8,0,0.002532782,3,0.0,2,11,1209,8.787796878,1.0,36.62,8,0,0,2,2,0,10,0.0,0.0,3,5,5,1460
episodes,1,8,0,0.002532782,3,0.0,4,11,1210,8.787796878,1.0,121.22,8,3,0,4,4,4,11,0.0,0.0,4,4,7,1461
epistles,1,8,0,0.002532782,3,0.0,2,11,1211,8.787796878,1.0,36.62,8,0,0,2,2,0,10,0.0,0.0,3,5,7,1462
epithets,1,8,0,0.002532782,3,0.0,2,11,1212,8.787796878,1.0,-47.99,8,3,0,2,2,1,10,0.0,0.0,3,5,7,1463
equaled,1,7,0,0.002532782,2,0.0,3,9,1214,8.787796878,1.0,121.22,7,2,0,3,2,7,43,0.0,0.0,4,3,13,1465
equality,1,8,0,0.002532782,4,0.0,2,12,1215,8.787796878,1.0,-47.99,8,4,0,2,2,7,7,0.0,0.0,4,4,5,1466
equalize,1,8,0,0.002532782,3,0.0,2,11,1216,8.787796878,1.0,36.62,8,3,0,2,2,3,34,0.0,0.0,5,3,10,1467
equanimity,1,10,0,0.002532782,5,0.0,1,15,1217,8.787796878,1.0,-132.59,10,5,0,1,1,2,7,0.0,0.0,5,5,5,1468
equations,1,9,0,0.002532782,3,0.0,3,12,1218,8.787796878,1.0,36.62,9,3,0,3,3,9,10,0.0,0.0,5,4,7,1469
equip,1,5,0,0.002532782,2,0.0,2,7,1219,8.787796878,1.0,121.22,5,2,0,2,2,25,41,0.0,0.0,3,2,5,1470
equipments,1,10,0,0.002532782,3,0.0,1,13,1220,8.787796878,1.0,36.62,10,3,0,1,1,23,6,0.0,0.0,4,6,7,1471
eradicable,1,10,0,0.002532782,5,0.0,1,15,1221,8.787796878,1.0,-132.59,10,5,0,1,0,0,0,0.0,0.0,5,5,2,1472
erased,1,6,0,0.002532782,2,0.0,3,8,1222,8.787796878,1.0,121.22,6,2,0,3,3,3,31,0.0,0.0,3,3,13,1473
escalated,1,9,0,0.002532782,4,0.0,1,13,1224,8.787796878,1.0,-132.59,9,4,0,1,1,1,31,0.0,0.0,4,5,13,1475
espoused,1,8,0,0.002532782,2,0.0,3,10,1226,8.787796878,1.0,36.62,8,2,0,3,3,8,41,0.0,0.0,4,4,13,1478
essays,1,6,0,0.002532782,2,0.0,4,8,1227,8.787796878,1.0,36.62,6,2,0,4,4,15,10,0.0,0.0,2,4,7,1480
essential,1,9,0,0.002532782,3,0.0,6,12,1229,8.787796878,1.0,-47.99,9,3,0,6,1,3,17,0.0,0.3,4,5,2,1482
estimated,1,9,0,0.002532782,4,0.0,2,13,1233,8.787796878,1.0,-132.59,9,4,0,2,2,11,32,0.0,0.0,4,5,13,1488
eternal,1,7,0,0.002532782,3,0.0,2,10,1234,8.787796878,1.0,36.62,7,3,0,2,0,0,0,0.0,0.0,3,4,2,1489
ethics,1,6,0,0.002532782,2,0.0,4,8,1235,8.787796878,1.0,121.22,6,2,0,4,4,9,16,0.0,0.0,2,4,7,1490
ethos,1,5,0,0.002532782,2,0.0,1,7,1237,8.787796878,1.0,121.22,5,2,0,1,1,0,7,0.0,0.0,2,3,5,1492
etruscan,1,8,0,0.002532782,3,0.0,1,11,1238,8.787796878,1.0,36.62,8,3,0,1,1,0,18,0.0,0.0,3,5,2,1493
eulogy,1,6,0,0.002532782,3,0.0,2,9,1239,8.787796878,1.0,-47.99,6,3,0,2,1,0,10,0.0,0.0,3,3,5,1494
evening,1,7,0,0.002532782,2,0.0,6,9,1243,8.787796878,1.0,121.22,7,2,0,6,5,4,28,0.0,0.0,3,4,12,1499
eventful,1,8,0,0.002532782,3,0.0,2,11,1245,8.787796878,1.0,36.62,8,3,0,2,0,0,0,0.0,0.0,3,5,5,1501
everyday,1,8,0,0.002532782,3,-0.2,3,11,1247,8.787796878,1.0,-47.99,8,3,0,3,0,0,0,-0.2,0.6,3,5,5,1504
evidence,1,8,0,0.002532782,3,0.0,6,11,1249,8.787796878,1.0,-47.99,8,3,0,6,6,30,9,0.0,0.0,4,4,5,1506
evil,1,4,0,0.002532782,2,-1.0,6,6,1251,8.787796878,1.0,121.22,4,2,0,6,3,15,4,-1.0,1.0,2,2,5,1509
evoked,1,6,0,0.002532782,2,0.0,6,8,1252,8.787796878,1.0,121.22,6,2,0,6,4,20,38,0.0,0.0,3,3,13,1510
evokes,1,6,0,0.002532782,2,0.0,5,8,1252,8.787796878,1.0,121.22,6,2,0,5,4,20,38,0.0,0.0,3,3,7,1511
examination,1,11,0,0.002532782,5,0.0,5,16,1258,8.787796878,1.0,-217.19,11,5,0,5,4,42,4,0.0,0.0,6,5,5,1520
examples,1,8,0,0.002532782,3,0.0,6,11,1260,8.787796878,1.0,-47.99,8,3,0,6,6,20,9,0.0,0.0,3,5,7,1523
excelled,1,8,0,0.002532782,2,0.0,1,10,1262,8.787796878,1.0,36.62,8,2,0,1,0,3,43,0.0,0.0,3,5,13,1525
excellence,1,10,0,0.002532782,3,0.0,2,13,1263,8.787796878,1.0,-47.99,10,3,0,2,2,3,7,0.0,0.0,4,6,5,1526
exceptions,1,10,0,0.002532782,3,0.0,3,13,1264,8.787796878,1.0,-47.99,10,3,0,3,3,1,9,0.0,0.0,4,6,7,1527
excessive,1,9,0,0.002532782,3,-0.25,2,12,1265,8.787796878,1.0,-47.99,9,3,0,2,0,0,0,-0.25,1.0,4,5,2,1528
exchange,1,8,0,0.002532782,2,0.0,17,10,1266,8.787796878,1.0,36.62,8,2,0,17,13,33,19,0.0,0.0,3,5,5,1529
excuse,1,6,0,0.002532782,2,-0.05,9,8,1267,8.787796878,1.0,36.62,6,2,0,9,8,6,10,-0.05,0.05,3,3,5,1530
excuses,1,7,0,0.002532782,3,0.0,9,10,1267,8.787796878,1.0,-47.99,7,3,0,9,8,6,10,0.0,0.0,3,4,7,1531
execute,1,7,0,0.002532782,3,0.0,7,10,1268,8.787796878,1.0,-47.99,7,3,0,7,7,30,42,0.0,0.0,4,3,5,1532
exemplary,1,9,0,0.002532782,4,0.0,3,13,1269,8.787796878,1.0,-47.99,9,4,0,3,0,0,0,0.0,0.0,3,6,2,1533
exerts,1,6,0,0.002532782,2,0.0,3,8,1271,8.787796878,1.0,36.62,6,2,0,3,3,1,35,0.0,0.0,2,4,7,1535
exhale,1,6,0,0.002532782,2,0.0,2,8,1272,8.787796878,1.0,36.62,6,2,0,2,2,2,30,0.0,0.0,3,3,5,1536
exhaled,1,7,0,0.002532782,2,0.0,2,9,1272,8.787796878,1.0,36.62,7,2,0,2,2,2,30,0.0,0.0,3,4,11,1537
exhaustion,1,10,0,0.002532782,3,0.0,3,13,1273,8.787796878,1.0,-47.99,10,3,0,3,3,3,26,0.0,0.0,5,5,5,1538
exhorting,1,9,0,0.002532782,3,0.0,2,12,1274,8.787796878,1.0,-47.99,9,3,0,2,2,4,33,0.0,0.0,3,6,12,1539
exhumed,1,7,0,0.002532782,2,0.0,1,9,1275,8.787796878,1.0,36.62,7,2,0,1,1,0,42,0.0,0.0,3,4,13,1540
exigencies,1,10,0,0.002532782,4,0.0,2,14,1276,8.787796878,1.0,-132.59,10,4,0,2,2,0,26,0.0,0.0,5,5,7,1541
existed,1,7,0,0.002532782,3,0.0,2,10,1277,8.787796878,1.0,-47.99,7,3,0,2,0,13,43,0.0,0.0,3,4,13,1543
expansion,1,9,0,0.002532782,3,0.0,4,12,1281,8.787796878,1.0,-47.99,9,3,0,4,3,11,4,0.0,0.0,4,5,5,1549
expectation,1,11,0,0.002532782,4,0.0,4,15,1283,8.787796878,1.0,-132.59,11,4,0,4,4,6,9,0.0,0.0,5,6,5,1551
expects,1,7,0,0.002532782,2,0.0,6,9,1282,8.787796878,1.0,36.62,7,2,0,6,5,10,32,0.0,0.0,2,5,14,1553
expence,1,7,0,0.002532782,3,0.0,0,10,1284,8.787796878,1.0,36.62,7,0,0,0,0,0,29,0.0,0.0,3,4,5,1554
experimental,1,12,0,0.002532782,5,0.1,3,17,1288,8.787796878,1.0,-217.19,12,5,0,3,0,0,1,0.1,0.4,5,7,5,1559
experimenting,1,13,0,0.002532782,5,0.0,2,18,1287,8.787796878,1.0,-217.19,13,5,0,2,1,0,42,0.0,0.0,5,8,12,1560
explanation,1,11,0,0.002532782,4,0.0,3,15,1290,8.787796878,1.0,-132.59,11,4,0,3,3,18,10,0.0,0.0,5,6,5,1565
explicit,1,8,0,0.002532782,3,0.0,2,11,1292,8.787796878,1.0,-47.99,8,3,0,2,0,0,0,0.0,0.0,3,5,5,1567
exploitation,1,12,0,0.002532782,4,0.0,2,16,1294,8.787796878,1.0,-47.99,12,4,0,2,2,10,4,0.0,0.0,6,6,5,1568
exploration,1,11,0,0.002532782,4,0.0,3,15,1296,8.787796878,1.0,-47.99,11,4,0,3,3,1,4,0.0,0.0,5,6,5,1571
explored,1,8,0,0.002532782,2,0.0,4,10,1297,8.787796878,1.0,36.62,8,2,0,4,3,10,32,0.0,0.0,3,5,13,1573
expose,1,6,0,0.002532782,2,0.0,10,8,1298,8.787796878,1.0,36.62,6,2,0,10,8,37,10,0.0,0.0,3,3,10,1575
expresses,1,9,0,0.002532782,3,0.0,10,12,1300,8.787796878,1.0,-47.99,9,3,0,10,9,36,10,0.0,0.0,3,6,7,1579
expressions,1,11,0,0.002532782,3,0.0,9,14,1301,8.787796878,1.0,-47.99,11,3,0,9,9,44,7,0.0,0.0,4,7,7,1582
